ID,step,angle,x,y
C_1,7.211102550927978,NA,0,15
C_1,2,-0.5880026035475675,4,9
C_1,2.8284271247461903,0.7853981633974483,4,7
C_1,1,-0.7853981633974483,6,5
C_1,5.385164807134504,1.1902899496825317,6,4
C_1,4.47213595499958,0.844153986113171,11,2
C_1,2,1.1071487177940904,15,4
C_1,1,NA,15,6
C_1,4.47213595499958,1.1071487177940904,15,7
C_1,2,-2.677945044588987,11,9
C_1,4.47213595499958,2.0344439357957027,13,9
C_1,4.47213595499958,1.5707963267948966,11,13
C_1,2.8284271247461903,-2.819842099193151,7,11
C_1,4.47213595499958,0.32175055439664213,9,13
C_1,4,2.0344439357957027,11,17
C_1,2,1.5707963267948966,7,17
C_1,3.1622776601683795,-1.8925468811915387,7,15
C_1,3.1622776601683795,NA,4,16
C_1,2.23606797749979,NA,7,17
C_1,1,0.46364760900080615,5,18
C_1,2.23606797749979,-1.1071487177940904,4,18
C_1,4.47213595499958,-2.498091544796509,3,20
C_1,2,2.0344439357957027,7,18
C_1,2.8284271247461903,-0.7853981633974483,7,20
C_1,2,-2.356194490192345,9,22
C_1,2.8284271247461903,2.356194490192345,9,20
C_1,5.385164807134504,-2.7367008673047097,11,22
C_1,2.8284271247461903,2.7367008673047097,9,17
C_1,4.47213595499958,-1.8925468811915387,11,19
C_1,2.8284271247461903,-2.819842099193151,13,15
C_1,12.649110640673518,-2.677945044588987,11,17
C_1,9.433981132056603,-0.23684876094692026,23,13
C_1,5.385164807134504,2.509902019250824,31,8
C_1,3,2.761086276477428,29,13
C_1,3,3.141592653589793,29,10
C_1,6.324555320336759,1.2490457723982544,29,13
C_1,2.8284271247461903,NA,23,15
C_1,5,2.356194490192345,25,17
C_1,2.8284271247461903,NA,20,17
C_1,8.06225774829855,1.3045442776439713,22,15
C_1,4,2.62244653934327,29,19
C_1,4.47213595499958,-2.677945044588987,25,19
C_1,2,-2.0344439357957027,29,21
C_1,5.385164807134504,1.1902899496825317,29,19
C_1,2,NA,34,17
C_1,2.8284271247461903,-2.356194490192345,34,19
C_1,2,2.356194490192345,36,17
C_1,5.656854249492381,0.7853981633974483,36,19
C_1,2,NA,32,23
C_1,2.8284271247461903,-2.356194490192345,34,23
C_1,4.47213595499958,1.8925468811915387,32,21
C_1,5,1.3909428270024182,36,19
C_1,9.055385138137417,-2.6087487659704043,39,23
C_1,3.605551275463989,1.0934509444212246,38,14
C_1,3.605551275463989,-1.9655874464946583,41,12
C_1,2,2.5535900500422257,38,10
C_1,2,1.5707963267948966,40,10
C_1,5,-2.498091544796509,40,12
C_1,2,2.498091544796509,43,8
C_1,3.605551275463989,2.1587989303424635,43,10
C_1,5,1.6262948320406134,40,8
C_1,6,2.498091544796509,43,4
C_1,2,0,43,10
C_1,2,1.5707963267948966,43,12
C_1,11,3.141592653589793,41,12
C_1,4,1.5707963267948966,52,12
C_1,2,1.5707963267948966,52,16
C_1,4.47213595499958,-2.0344439357957027,50,16
C_1,4.47213595499958,3.141592653589793,52,20
C_1,2,NA,50,16
C_1,7.0710678118654755,0.7853981633974483,52,16
C_1,3,-2.356194490192345,57,21
C_1,4.123105625617661,0.244978663126864,57,18
C_1,2.23606797749979,0.21866894587394214,58,14
C_1,2,1.1071487177940904,59,12
C_1,2,0,61,12
C_1,4,0,63,12
C_2,2,NA,2,3
C_2,2,1.5707963267948966,2,5
C_2,2,3.141592653589793,0,5
C_2,2,1.5707963267948966,2,5
C_2,2,-1.5707963267948966,2,7
C_2,4.123105625617661,-2.896613990462929,4,7
C_2,4.123105625617661,3.141592653589793,0,6
C_2,2,NA,4,7
C_2,5,2.214297435588181,2,7
C_2,2.8284271247461903,1.7126933813990606,5,3
C_2,2,2.356194490192345,7,5
C_2,2.8284271247461903,-2.356194490192345,5,5
C_2,2.8284271247461903,3.141592653589793,7,7
C_2,2.8284271247461903,3.141592653589793,5,5
C_2,5.385164807134504,1.1659045405098132,7,7
C_2,4.47213595499958,0.08314123188844125,5,12
C_2,2,2.677945044588987,3,16
C_2,2,1.5707963267948966,3,14
C_2,2.8284271247461903,-2.356194490192345,5,14
C_2,4,2.356194490192345,3,12
C_2,2.8284271247461903,-2.356194490192345,7,12
C_2,2.23606797749979,1.8925468811915387,5,10
C_2,7.211102550927978,NA,7,9
C_2,3,NA,13,5
C_2,3.605551275463989,-2.5535900500422257,16,5
C_2,3,2.5535900500422257,13,3
C_2,2,-1.5707963267948966,16,3
C_2,2,3.141592653589793,16,1
C_2,2.8284271247461903,-0.7853981633974483,16,3
C_2,7.211102550927978,1.3734007669450157,18,5
C_2,3.605551275463989,0,14,11
C_2,2.8284271247461903,-2.9441970937399122,12,14
C_2,2,2.356194490192345,14,12
C_2,2,-1.5707963267948966,14,14
C_2,2,0,16,14
C_2,7.0710678118654755,-0.7853981633974483,18,14
C_2,2.8284271247461903,1.5707963267948966,23,9
C_2,6,-2.356194490192345,25,11
C_2,2.8284271247461903,-0.7853981633974483,25,5
C_2,2.8284271247461903,3.141592653589793,23,3
C_2,2,-0.7853981633974483,25,5
C_2,2,0,27,5
C_2,2,1.5707963267948966,29,5
C_2,4.47213595499958,2.677945044588987,29,7
C_2,2.8284271247461903,2.819842099193151,27,3
C_2,4.242640687119285,-1.5707963267948966,29,5
C_2,2,2.356194490192345,32,2
