model,prior_par0_st1_st2,prior_par1_st1_st2,minNegLike,AIC_model,st1_par0,st1_par1,st2_par0,st2_par1
weibull,32.8969 _ 7.1755,7.2144 _ 0.7958,17976931348623157e292,Inf,32.89690000000001,7.2144,7.1755,0.7958
weibull,35.3999 _ 38.5905,11.3831 _ 10.628,17976931348623157e292,Inf,35.3999,11.3831,38.590500000000006,10.628000000000002
weibull,39.9338 _ 11.0574,6.9258 _ 17.3831,17976931348623157e292,Inf,39.93379999999999,6.9258,11.057400000000001,17.383099999999995
weibull,36.6117 _ 20.6052,15.5473 _ 11.6711,17976931348623157e292,Inf,36.6117,15.547299999999998,20.6052,11.6711
weibull,38.8314 _ 14.5925,22.72 _ 16.841,17976931348623157e292,Inf,38.83140000000001,22.720000000000002,14.592500000000001,16.841000000000005
weibull,33.8398 _ 14.2873,1.165 _ 20.6971,17976931348623157e292,Inf,33.8398,1.165,14.287299999999998,20.697100000000002
weibull,26.533 _ 23.0518,0.6529 _ 0.6388,17976931348623157e292,Inf,26.532999999999998,0.6529,23.051799999999997,0.6388
weibull,38.9191 _ 16.0621,7.0476 _ 17.6572,17976931348623157e292,Inf,38.91909999999999,7.047599999999999,16.0621,17.657199999999996
weibull,29.785 _ 38.3338,16.9854 _ 6.8843,17976931348623157e292,Inf,29.785,16.985399999999995,38.333800000000004,6.8843
weibull,29.2761 _ 22.0546,1.9091 _ 6.1261,17976931348623157e292,Inf,29.276100000000003,1.9091,22.054599999999997,6.1261
weibull,11.1479 _ 11.7632,16.1229 _ 1.6364,17976931348623157e292,Inf,11.147900000000002,16.122900000000005,11.7632,1.6364
weibull,7.4476 _ 35.7246,12.6378 _ 20.2267,17976931348623157e292,Inf,7.4475999999999996,12.637799999999999,35.72460000000001,20.226699999999997
weibull,22.4284 _ 15.5334,14.0305 _ 3.3458,17976931348623157e292,Inf,22.428399999999996,14.030499999999998,15.533400000000002,3.3458000000000006
weibull,3.5766 _ 28.3076,10.7679 _ 1.898,1169.8179797677678,2353.6359595355357,1.4720410479713748,4.663396820235497,18.394260805872612,54583.74300323893
weibull,10.7019 _ 19.1473,8.9424 _ 20.4141,17976931348623157e292,Inf,10.701900000000002,8.942399999999997,19.147299999999998,20.414100000000005
weibull,37.4093 _ 0.8307,15.6756 _ 17.2428,1079.1484693107,2172.2969386214,1.4580744995930799,10.116146056716307,2.4234633253210234,3.8727992548836823
weibull,9.3627 _ 18.9596,17.2143 _ 15.2909,17976931348623157e292,Inf,9.3627,17.2143,18.959600000000002,15.2909
weibull,14.608 _ 15.0349,12.8033 _ 19.8871,17976931348623157e292,Inf,14.608000000000002,12.803300000000002,15.034899999999999,19.8871
weibull,7.0438 _ 19.7279,14.9495 _ 9.0189,17976931348623157e292,Inf,7.0438,14.9495,19.727900000000005,9.018900000000002
weibull,15.4453 _ 24.8713,4.7865 _ 6.2744,17976931348623157e292,Inf,15.4453,4.7865,24.871299999999998,6.2744
weibull,16.0032 _ 18.359,2.9835 _ 6.2814,17976931348623157e292,Inf,16.0032,2.9834999999999994,18.358999999999998,6.2814
