ID,step,angle,x,y
E_1,3.605551275463989,NA,146,117
E_1,3,-2.1587989303424635,143,115
E_1,3.605551275463989,2.5535900500422257,143,118
E_1,2.23606797749979,-1.4464413322481349,141,115
E_1,5,2.0344439357957027,139,116
E_1,3.605551275463989,-2.1587989303424635,139,111
E_1,1.4142135623730951,-1.7681918866447774,136,113
E_1,3.1622776601683795,NA,137,114
E_1,4,-1.8925468811915387,138,111
E_1,9.219544457292887,NA,134,111
E_1,2.23606797749979,-2.896613990462929,125,109
E_1,4.123105625617661,0.8621700546672264,127,110
E_1,5.385164807134504,2.1962813670341257,128,114
E_1,5,-0.3805063771123649,123,112
E_1,3.605551275463989,2.5535900500422257,118,112
E_1,7.280109889280518,-2.831889709047337,121,110
E_1,4.47213595499958,-0.828849058788979,114,112
E_1,4,2.677945044588987,112,116
E_1,5.385164807134504,-2.761086276477428,112,112
E_1,13.92838827718412,-1.5841288700890424,110,117
E_1,17.204650534085253,-2.888517001425191,123,122
E_1,2.8284271247461903,1.7359450042095235,109,112
E_1,2.23606797749979,-0.32175055439664213,111,110
E_1,9.055385138137417,-0.3529903878269105,112,108
E_1,2.23606797749979,2.567287823415091,113,99
E_1,2,NA,114,101
E_1,4.123105625617661,0.244978663126864,114,99
E_1,3.605551275463989,1.9138202672156002,115,95
E_1,5,NA,118,97
E_1,2,0.6435011087932844,122,94
E_1,6.082762530298219,2.976443976175166,124,94
E_1,8.602325267042627,1.115695518226702,118,95
E_1,2,-0.9505468408120752,113,88
E_1,5,-1.5707963267948966,111,88
E_1,2,-1.5707963267948966,111,93
E_1,7,3.141592653589793,113,93
E_1,4,-1.5707963267948966,106,93
E_1,4.123105625617661,0.24497866312686423,106,97
E_1,2,-1.8157749899217608,105,101
E_1,5.385164807134504,-2.761086276477428,107,101
E_1,12.529964086141668,0.11884034456776504,102,99
E_1,5.385164807134504,-0.11884034456776504,91,93
E_1,7.280109889280518,2.4827866174723168,86,91
E_1,5,-2.8632929945846817,93,89
E_1,2.23606797749979,-2.0344439357957027,88,89
E_1,9.219544457292887,-1.9693187724613168,89,91
E_1,4.47213595499958,1.3258176636680326,95,84
E_1,26,3.0727361642887483,99,86
E_1,8.06225774829855,1.695151321341658,75,76
E_1,3,-2.089942441041419,79,69
E_1,3,3.141592653589793,76,69
E_1,4.123105625617661,-1.8157749899217608,79,69
E_1,6.324555320336759,-0.07677189126977813,78,65
E_1,4.47213595499958,NA,76,59
E_1,2.8284271247461903,-2.819842099193151,72,57
E_1,4.47213595499958,1.8925468811915387,74,59
E_1,5.830951894845301,-0.5667292175235064,70,61
E_1,6.4031242374328485,1.9264322110956567,67,66
E_1,2,2.2455372690184494,63,61
E_1,2.8284271247461903,-0.7853981633974483,65,61
E_1,5.385164807134504,-0.4048917862850834,67,59
E_1,11.40175425099138,-2.2175547530581863,69,54
E_1,7,0.26625204915092526,58,57
E_1,4,0,51,57
E_1,3.605551275463989,0.588002603547567,47,57
E_1,4.47213595499958,-1.051650212548374,44,55
E_1,17.029386365926403,2.9029833310815922,40,57
E_1,5.830951894845301,1.7326337580333195,53,46
E_1,4.242640687119285,2.896613990462929,56,51
E_1,6,0.7853981633974483,53,48
E_1,7,NA,53,42
E_1,6,1.5707963267948966,46,42
E_1,7.280109889280518,-0.27829965900511144,46,36
E_1,15.556349186104045,-2.0778948311872334,44,29
E_1,2,2.356194490192345,33,40
E_1,18.384776310850235,-0.39060704369768695,33,38
E_1,3.605551275463989,-1.768191886644777,26,21
E_1,9.055385138137417,0.47734538237367197,23,23
E_1,2,-3.0309354324158977,14,24
E_1,5.830951894845301,-1.0303768265243125,16,24
E_1,2,2.601173153319209,19,19
E_1,3.605551275463989,0.5880026035475674,19,21
E_1,5.0990195135927845,1.18018928309721,17,24
E_1,8.94427190999916,1.8370483759458223,12,23
E_1,5.385164807134504,-0.844153986113171,16,15
E_1,6.4031242374328485,-2.086345334253876,14,10
E_1,4.47213595499958,-1.7818896600176433,10,15
E_1,5.385164807134504,2.297438667476622,14,17
E_1,11.045361017187261,-1.0996300624817865,9,19
E_1,9.899494936611665,-0.8760580505981934,8,30
E_1,3,2.356194490192345,15,37
E_1,3.605551275463989,2.1587989303424644,12,37
E_1,6.4031242374328485,-3.0548543149138077,14,34
E_1,2.8284271247461903,1.6814535479687915,10,39
E_1,11.40175425099138,0.5191461142465228,8,37
E_1,4,0.2662520491509255,5,26
