model,prior_par0_st1_st2,prior_par1_st1_st2,minNegLike,AIC_model,st1_par0,st1_par1,st2_par0,st2_par1
weibull,0.5991 _ 1.9134,11.6134 _ 7.0521,1571.2178994656,3156.4357989312,0.9737204975427963,21.250538385694544,1.9605919153407958,5.465408875577
weibull,0.9531 _ 1.1485,11.2294 _ 5.4409,1571.2178981800598,3156.4357963601196,0.97372205679341,21.250666882630664,1.9605894538566913,5.465410248336997
weibull,2.2844 _ 2.6693,4.6653 _ 10.0924,1721.7528455823847,3457.5056911647694,1.1619376162256403,6.348514918455096,2.5154351348079594e-10,9362676.589155354
weibull,1.8435 _ 2.5173,9.1862 _ 13.592,1571.2178983017086,3156.435796603417,0.9737202268219491,21.250732370590928,1.9605903853144215,5.465409282824612
weibull,0.13 _ 2.0733,7.2517 _ 2.9034,1571.2178982931846,3156.435796586369,1.9605903183715518,5.46540992202065,0.973718006770716,21.250543340301814
weibull,1.7548 _ 2.1435,12.5224 _ 14.3079,1571.2179029974604,3156.435805994921,0.9737199479603348,21.25049939310308,1.9605922990440805,5.465408665218178
weibull,1.1667 _ 1.2128,2.4152 _ 1.5078,1721.752844558055,3457.50568911611,3.5405856901322685e-19,5202238195396.837,1.1619374653678172,6.348509655595267
weibull,1.7273 _ 0.4836,2.4782 _ 0.3633,1571.2178991270303,3156.4357982540605,1.9605901880821717,5.465409525963067,0.9737098725614773,21.250447351905287
weibull,2.4104 _ 1.4062,13.4578 _ 5.2512,1571.2179003613628,3156.4358007227256,1.9605928095820457,5.465407509715883,0.9737165993936028,21.25030338665805
weibull,0.3853 _ 1.7548,11.7544 _ 2.8695,1571.2179004606849,3156.4358009213697,0.9737181230085232,21.250245958393247,1.960590189219676,5.46540911837307
weibull,1.2829 _ 1.9231,9.9165 _ 3.195,1571.217898496847,3156.435796993694,0.9737188250268702,21.250336584377838,1.9605911876277182,5.465407924209752
weibull,0.7065 _ 2.6151,0.1604 _ 10.5773,1571.2178985866703,3156.4357971733407,0.9737198116938353,21.25060802656623,1.9605905232201295,5.465412451512417
weibull,0.6589 _ 0.3508,6.8024 _ 10.9248,1571.2179302604775,3156.435860520955,1.960590041946255,5.46540949545726,0.9737230492108774,21.250677479408893
weibull,0.9398 _ 1.7751,4.3208 _ 14.6361,1571.217919953884,3156.435839907768,1.9605845331237526,5.465416312373583,0.9737491586875522,21.251747804897335
weibull,0.2616 _ 0.761,7.3033 _ 11.8954,1571.2178990485565,3156.435798097113,0.9737087162622554,21.25065926106555,1.9605905169689617,5.465415523911339
weibull,1.77 _ 1.59,3.9007 _ 3.5723,1571.2179090199947,3156.4358180399895,1.9605896500731945,5.465412059205456,0.9737215240296515,21.250680816674983
weibull,1.4909 _ 0.292,10.1672 _ 4.4178,1571.2178981168558,3156.4357962337117,1.960590576784981,5.465410485738742,0.973721799563804,21.250440258623264
weibull,0.1612 _ 2.1878,9.3133 _ 8.6686,1571.2178994195654,3156.4357988391307,0.9737202268734405,21.250586591461673,1.9605898944573361,5.4654101842025895
weibull,0.1816 _ 0.9115,6.3809 _ 9.852,1571.2178982017851,3156.4357964035703,0.9737307008067212,21.25073902147529,1.9605884373713738,5.465409970942132
weibull,1.4351 _ 1.1055,14.1501 _ 4.3366,1571.2178998416,3156.4357996832,0.9737205280720075,21.25059591572263,1.9605899251545578,5.465410112941445
weibull,1.2444 _ 0.3364,5.8432 _ 7.4099,1571.2178982562928,3156.4357965125855,1.9605892113283998,5.465410864229332,0.9737185325293731,21.250567520835887
weibull,1.6242 _ 2.0392,13.2427 _ 8.5429,1571.2178983339656,3156.4357966679313,0.9737179084616409,21.25040962341008,1.9605897523149372,5.465410505882922
weibull,0.4098 _ 1.3615,12.3589 _ 8.0621,1571.2179294509717,3156.4358589019434,0.9737307488922308,21.250360565583524,1.960593159812147,5.465405204330365
weibull,1.1808 _ 0.4063,11.4916 _ 5.8975,1571.2179014102142,3156.4358028204283,1.9605894687002252,5.46540926219719,0.9737264504271946,21.250979637164043
weibull,0.116 _ 1.7528,10.8971 _ 13.3556,1571.2179004618022,3156.4358009236043,0.9737144543770081,21.250520975119255,1.9605936353457847,5.465410135582786
weibull,1.9106 _ 0.9578,4.296 _ 3.5831,1571.2179013469622,3156.4358026939244,1.9605896808663321,5.46540911117189,0.9737246148342069,21.250720165432956
weibull,2.4252 _ 1.4195,8.4405 _ 7.4221,1571.217902990345,3156.43580598069,1.9605865933584765,5.46541640756707,0.9737359546637694,21.251291843007515
weibull,0.1687 _ 2.094,7.4039 _ 14.9283,1571.2179767906352,3156.4359535812705,1.96059052608259,5.465410038001753,0.9737210511473846,21.250687830823512
weibull,1.659 _ 1.7531,6.92 _ 8.0559,1571.2179014056185,3156.435802811237,1.9605895066669443,5.465410058695923,0.9737203167900953,21.250583403145225
weibull,1.8354 _ 2.115,13.4171 _ 13.4788,1571.2179002725368,3156.4358005450736,0.9737148157250367,21.2507062699589,1.9605884121353694,5.4654134705352195
weibull,0.9834 _ 2.5325,8.3945 _ 8.8015,1571.2178999251898,3156.4357998503797,0.9737200321094207,21.25057272752947,1.9605896259391915,5.465410058690479
weibull,1.7493 _ 0.7134,10.6723 _ 2.9594,1571.2179213246259,3156.4358426492518,1.9605879578914809,5.4654125936230145,0.9736951294141846,21.249770708228194
weibull,0.1282 _ 0.8792,3.2131 _ 12.8596,1571.2178993212838,3156.4357986425675,0.973721522588439,21.250594869924576,1.960590182560785,5.465408392396632
weibull,1.0117 _ 0.8678,1.3253 _ 8.9256,1571.2178994631981,3156.4357989263963,1.9605884159069538,5.465412666427531,0.9737173301208587,21.250597983837043
weibull,2.0352 _ 1.8435,3.8931 _ 7.75,1571.2178981974546,3156.435796394909,1.9605894290470147,5.465411807198605,0.9737223525372092,21.25060192289477
weibull,1.1163 _ 1.3564,3.6179 _ 7.4222,1571.2179031544313,3156.4358063088625,1.9605865804454823,5.465411771910654,0.9737251247998042,21.25057895159189
weibull,1.0117 _ 1.3185,9.0312 _ 5.5578,1571.2179224410029,3156.4358448820058,0.9737171213144961,21.250638671121227,1.9605893043174996,5.4654103005637795
weibull,1.0358 _ 0.9858,3.7912 _ 3.4804,1571.2179429035252,3156.4358858070505,1.960588631871791,5.465412290094791,0.9737294238881914,21.250930585972046
