model,prior_par0_st1,prior_par1_st1,minNegLike,AIC_model,st1_par0,st1_par1
weibull,0.1832,2.1524,2944.4733284695258,5892.9466569390515,1.2152945869162184,5.569298270719301
weibull,0.8155,0.3136,2944.4733284679987,5892.9466569359975,1.215295515547428,5.569304412822477
weibull,2.2484,8.3241,2944.4733284710833,5892.946656942167,1.2152942867610883,5.569295057825396
weibull,0.6747,12.218,2944.47332846977,5892.94665693954,1.2152945199450316,5.56929776747995
weibull,0.8105,0.5347,2944.473328469286,5892.946656938572,1.2152947362593793,5.569298584851881
weibull,0.1138,7.2918,2944.4733284694103,5892.9466569388205,1.2152945514297615,5.569298993991546
weibull,0.9162,6.843,2944.47332846947,5892.94665693894,1.2152945508666981,5.569298787968037
weibull,2.4147,10.3224,2944.4733284707904,5892.946656941581,1.2152942385653838,5.569296007385756
weibull,2.2278,3.2886,17976931348623157e292,Inf,2.2278,3.2886
weibull,0.5423,11.7705,2944.473328469456,5892.946656938912,1.2152945517169704,5.569298667896848
weibull,0.6769,14.2147,2944.473328468817,5892.946656937634,1.2152946298178047,5.569301810109289
weibull,1.4544,4.0003,2944.473328469363,5892.946656938726,1.2152945602776655,5.569299025493804
weibull,1.542,10.7983,2944.473328469493,5892.946656938986,1.2152945705267006,5.569298443871287
weibull,0.6732,2.3958,2944.4733284681174,5892.946656936235,1.2152951221462718,5.569304766700295
weibull,0.3256,0.3877,2944.4733284692775,5892.946656938555,1.2152951955255797,5.569298045247962
weibull,0.9319,3.9791,2944.4733284695603,5892.946656939121,1.2152945240104986,5.569298459827173
weibull,1.6822,0.4721,17976931348623157e292,Inf,1.6822,0.4721
weibull,2.4144,13.6454,2944.473328469669,5892.946656939338,1.2152945130994386,5.569298204337197
weibull,0.8119,8.3331,2944.4733284691874,5892.946656938375,1.2152945662626784,5.569300017814774
weibull,2.1318,14.3657,2944.4733284703348,5892.9466569406695,1.215294101996964,5.5692987774234
weibull,1.5297,6.0687,2944.4733284696154,5892.946656939231,1.215294515921734,5.569298282199207
weibull,2.3017,7.136,2944.4733284692925,5892.946656938585,1.2152950616102018,5.569297982332621
weibull,2.2883,10.7691,2944.473328470893,5892.946656941786,1.2152946718421884,5.5692944945205385
weibull,0.5763,0.6446,2944.473328471229,5892.946656942458,1.2152938561636195,5.569297707387332
weibull,1.852,1.4983,17976931348623157e292,Inf,1.852,1.4983
weibull,0.3184,5.3132,2944.473328469113,5892.946656938226,1.2152947370809273,5.569299213215488
weibull,1.8031,8.684,2944.473328470556,5892.946656941112,1.2152944768292833,5.5692956796581585
weibull,0.9632,4.3307,2944.4733284695817,5892.946656939163,1.2152945607739596,5.569298153313208
weibull,1.6611,2.7232,2944.473328469554,5892.946656939108,1.2152945309429053,5.5692984682451225
weibull,1.1047,13.6532,2944.4733284680533,5892.946656936107,1.2152952624753288,5.569303660427682
weibull,0.9428,13.4164,2944.4733284695817,5892.946656939163,1.215294445588816,5.569298855248773
weibull,2.5514,9.0549,2944.473328469516,5892.946656939032,1.2152945475296413,5.569298596949423
weibull,1.9929,8.6767,2944.4733284697895,5892.946656939579,1.21529447188114,5.569297954540401
weibull,1.4202,4.4947,2944.47332846951,5892.94665693902,1.2152945386243594,5.569298576499304
weibull,1.322,5.8423,2944.4733284701065,5892.946656940213,1.2152946642789537,5.569296301668117
weibull,0.0652,0.1332,2944.4733284694457,5892.9466569388915,1.2152946396189366,5.5692984295511225
weibull,2.1361,11.1196,2944.473328469817,5892.946656939634,1.2152944480237748,5.569297977201385
weibull,1.682,7.9426,2944.4733284695303,5892.946656939061,1.2152945223853284,5.569298524653745
weibull,1.4438,14.2448,2944.473328469948,5892.946656939896,1.215294485092727,5.569297379913817
weibull,0.2128,4.0058,2944.4733284704294,5892.946656940859,1.2152942579292336,5.569296994401066
weibull,2.3452,5.9132,17976931348623157e292,Inf,2.3452,5.913200000000001
weibull,0.0331,0.1303,2944.4733284700983,5892.946656940197,1.2152941487553968,5.569299536841336
weibull,2.6808,2.1068,17976931348623157e292,Inf,2.6808,2.1068
weibull,2.201,0.9703,17976931348623157e292,Inf,2.201,0.9703
weibull,0.2336,12.1903,2944.4733284698455,5892.946656939691,1.2152944097388378,5.569298145005388
weibull,2.1622,6.9247,2944.4733284699864,5892.946656939973,1.2152944682025428,5.569297250310806
weibull,0.2688,13.0466,2944.4733284695067,5892.946656939013,1.2152945425779,5.569298635492998
weibull,1.2215,10.6405,2944.473328469587,5892.946656939174,1.215294582294827,5.569298100796075
weibull,1.7677,3.964,2944.473328469588,5892.946656939176,1.2152954493803412,5.569297559364785
weibull,1.018,3.5476,2944.4733284686477,5892.946656937295,1.2152948773566505,5.569300815509712
weibull,1.2233,1.7523,2944.473328469557,5892.946656939114,1.2152945203100094,5.569298449157788
weibull,1.114,4.7741,2944.473328469291,5892.946656938582,1.215294598828143,5.569299218145322
weibull,0.1255,3.3788,2944.47332846958,5892.94665693916,1.2152945221083395,5.569298487975929
weibull,1.8095,2.7974,17976931348623157e292,Inf,1.8095,2.7974000000000006
weibull,1.9239,7.5202,2944.4733284722583,5892.946656944517,1.2152938766179626,5.569294255100048
weibull,1.6448,2.2919,2944.473328469486,5892.946656938972,1.2152945560064718,5.569298619256439
weibull,0.3969,0.2601,2944.473328469526,5892.946656939052,1.2152945388701009,5.569298519231792
weibull,1.5171,6.7291,2944.473328469638,5892.946656939276,1.2152945233423758,5.569298166312489
weibull,1.9874,10.1167,2944.4733284696335,5892.946656939267,1.2152945047663908,5.569298385825427
weibull,1.4552,1.4495,2944.473328469531,5892.946656939062,1.2152945312165708,5.5692985548727885
weibull,0.214,12.4999,2944.473328469564,5892.946656939128,1.2152945375981576,5.5692984533551195
weibull,1.3876,1.6565,2944.4733284692757,5892.946656938551,1.215294468411342,5.569300380794618
weibull,0.1629,1.605,2944.47332846954,5892.94665693908,1.2152946543310428,5.569297904329815
weibull,2.3573,6.1971,17976931348623157e292,Inf,2.3573,6.197100000000001
weibull,0.6586,3.0275,2944.4733284695535,5892.946656939107,1.2152945364214836,5.569298447837354
weibull,1.5665,13.7383,2944.473328469591,5892.946656939182,1.2152945255719572,5.569298374540534
weibull,1.9922,12.9766,2944.4733284695044,5892.946656939009,1.215294549033586,5.569298645487502
weibull,1.6367,4.6368,2944.473328469503,5892.946656939006,1.2152944976455875,5.569298832419387
weibull,2.2355,8.5856,2944.4733284734248,5892.9466569468495,1.215293818225437,5.569292093777346
weibull,1.5878,7.3721,2944.473328470784,5892.946656941568,1.2152939735521633,5.569298266571735
weibull,2.5187,14.4311,2944.4733284695635,5892.946656939127,1.2152945282148107,5.569298403209226
weibull,2.6154,11.2497,2944.4733284695476,5892.946656939095,1.215294548038301,5.569298463340598
weibull,0.0325,13.036,2944.4733284686895,5892.946656937379,1.2152953018689505,5.569299917975077
weibull,0.0632,5.9118,2944.473328469556,5892.946656939112,1.2152945439446492,5.569298373472593
weibull,1.4473,6.4675,2944.473328469653,5892.946656939306,1.2152944933539076,5.569298308223713
weibull,1.328,5.7382,2944.4733284706112,5892.9466569412225,1.215294380652921,5.569295848508213
weibull,2.4392,2.4931,17976931348623157e292,Inf,2.4392,2.4931
weibull,2.013,2.2109,17976931348623157e292,Inf,2.013,2.2109
weibull,1.3298,4.9059,2944.4733284692547,5892.9466569385095,1.2152946253398664,5.569299156901144
weibull,0.0488,13.617,2944.47332847086,5892.94665694172,1.2152943681632429,5.569295313145666
weibull,1.0615,3.9926,2944.4733284680015,5892.946656936003,1.215295294653468,5.569305272369116
weibull,2.6024,6.8644,17976931348623157e292,Inf,2.6024,6.864399999999999
weibull,0.0646,12.432,2944.4733284683607,5892.946656936721,1.2152949118469702,5.569305064315863
weibull,1.7665,12.5413,2944.473328471739,5892.946656943478,1.215294080241814,5.569294423834429
weibull,1.4443,12.6544,2944.473328469717,5892.946656939434,1.2152944446626044,5.56929830915264
weibull,1.4507,11.7179,2944.4733284696076,5892.946656939215,1.2152945172851477,5.569298368133389
weibull,2.0461,4.9293,2944.473328468916,5892.946656937832,1.2152945546306082,5.569302424874887
weibull,0.5269,13.439,2944.4733284715444,5892.946656943089,1.2152936827060716,5.56929927107683
weibull,0.4235,6.3234,2944.4733284724093,5892.946656944819,1.2152941308881762,5.569292795142132
weibull,0.3933,2.0059,2944.473328470334,5892.946656940668,1.2152942526912307,5.569297416715367
weibull,0.4122,6.2131,2944.4733284679555,5892.946656935911,1.21529548991597,5.569305484969072
weibull,1.7087,6.493,2944.473328469494,5892.946656938988,1.2152945191286957,5.569298834353796
weibull,1.7129,8.504,2944.4733284692543,5892.946656938509,1.2152946497509252,5.569299086968594
weibull,1.7438,9.9159,2944.473328470158,5892.946656940316,1.2152941317266222,5.569299398206984
weibull,1.3754,13.4821,2944.4733284689605,5892.946656937921,1.2152947347924994,5.569299872894092
weibull,1.3485,4.6781,2944.4733284691224,5892.946656938245,1.215294614179917,5.569299800957678
weibull,1.6354,7.4229,2944.4733284705144,5892.946656941029,1.2152944072675362,5.569296060486761
weibull,2.3363,9.6789,2944.4733284694007,5892.946656938801,1.215294581874299,5.569298830008855
weibull,2.6243,8.8058,17976931348623157e292,Inf,2.6243,8.8058
weibull,1.0574,7.3905,2944.4733284694516,5892.946656938903,1.215294555495673,5.569298754273314
weibull,1.9657,12.4849,2944.473328469508,5892.946656939016,1.2152946533262632,5.569298048862488
weibull,2.2407,13.1666,2944.4733284697913,5892.946656939583,1.215294467934092,5.569298015266078
weibull,2.6704,6.7308,17976931348623157e292,Inf,2.6704,6.7308
weibull,2.5413,9.6103,2944.473328469544,5892.946656939088,1.21529454264577,5.56929854000382
weibull,0.6673,3.2188,2944.473328469596,5892.946656939192,1.2152945309915466,5.569298328205159
weibull,2.3601,11.5125,2944.473328471989,5892.946656943978,1.215294009196291,5.569294166608661
weibull,0.8704,0.3184,2944.4733284696254,5892.946656939251,1.215294458393824,5.569298678170882
weibull,1.3729,2.3905,2944.473328469555,5892.94665693911,1.215294522495413,5.569298540493062
weibull,1.6397,11.1607,2944.4733284694926,5892.946656938985,1.2152945665224535,5.56929847408429
weibull,1.9725,9.3551,2944.4733284696067,5892.946656939213,1.215294517017622,5.569298390406994
weibull,0.7369,2.5259,2944.4733284706635,5892.946656941327,1.21529429209096,5.5692961071721445
weibull,1.2155,1.4337,2944.473328470583,5892.946656941166,1.2152943203159745,5.569296135594657
weibull,1.5296,5.2383,2944.47332847217,5892.94665694434,1.2152938828174384,5.569294460578964
weibull,1.9841,5.6295,2944.4733284695935,5892.946656939187,1.2152945043471879,5.569298420942007
weibull,2.0135,12.9153,2944.473328469355,5892.94665693871,1.2152946035399543,5.5692988681975875
weibull,0.6095,11.8316,2944.4733284689237,5892.946656937847,1.2152955738273201,5.569299669239292
weibull,1.2565,4.1908,2944.473328469452,5892.946656938904,1.2152945437801734,5.569298744145327
weibull,1.7358,8.9369,2944.473328469665,5892.94665693933,1.2152943932849323,5.569299092857158
weibull,1.7383,4.3888,2944.4733284704866,5892.946656940973,1.215294314209338,5.569296488639634
weibull,2.4322,14.1016,2944.473328469628,5892.946656939256,1.2152945086817728,5.569298258976373
weibull,2.2268,10.9622,2944.4733284694425,5892.946656938885,1.2152947370185798,5.56929804474237
weibull,0.5826,3.4725,2944.473328470531,5892.946656941062,1.2152943041980215,5.569296414252302
weibull,1.5733,14.1806,2944.4733284695853,5892.946656939171,1.2152945249699987,5.5692984200918465
weibull,0.3686,11.5113,2944.4733284691124,5892.946656938225,1.2152948585487802,5.569298793644258
weibull,1.7063,8.4262,2944.473328469462,5892.946656938924,1.2152945658345056,5.5692986136312035
weibull,2.2345,13.6211,2944.4733284702156,5892.946656940431,1.21529445108101,5.56929667796557
weibull,1.2534,3.2244,2944.473328469623,5892.946656939246,1.2152945137462332,5.569298372208802
weibull,1.6618,13.8783,2944.473328469621,5892.946656939242,1.21529445578185,5.569298581564899
weibull,1.6417,14.487,2944.473328469583,5892.946656939166,1.2152945610861,5.569298235891318
weibull,0.3273,6.2463,2944.473328468758,5892.946656937516,1.2152947777912375,5.569300735257078
weibull,2.2827,10.0209,2944.4733284696013,5892.9466569392025,1.2152945146970882,5.569298415975894
weibull,1.3681,9.6841,2944.47332847035,5892.9466569407,1.2152949103365231,5.569295416712635
weibull,1.3843,8.2537,2944.473328468248,5892.946656936496,1.2152949637181327,5.5693033958511196
weibull,1.5583,3.5732,2944.47332847368,5892.94665694736,1.2152933947460784,5.56929444089706
weibull,1.2756,9.8457,2944.473328469491,5892.946656938982,1.2152945381465121,5.569298631132246
weibull,1.9669,13.7853,2944.4733284696626,5892.946656939325,1.215294364307211,5.56929933636147
weibull,1.1283,7.7639,2944.473328469528,5892.946656939056,1.21529456131556,5.56929838705517
weibull,0.6136,7.4426,2944.4733284680046,5892.946656936009,1.215295674535773,5.569305332031509
weibull,1.552,5.5185,2944.4733284695894,5892.946656939179,1.215294522735748,5.569298421503727
weibull,2.2375,13.4879,2944.4733284721997,5892.946656944399,1.2152943420649243,5.569292607052477
weibull,2.2454,10.0788,2944.4733284706344,5892.946656941269,1.2152947317582488,5.569294991947443
weibull,1.9798,9.9821,2944.4733284714607,5892.946656942921,1.2152943469254531,5.569293999877537
weibull,2.238,0.5767,17976931348623157e292,Inf,2.238,0.5767
weibull,0.033,9.247,2944.4733284696827,5892.946656939365,1.2152944025843524,5.569298797275469
weibull,1.2609,13.6297,2944.4733284692534,5892.946656938507,1.2152946205599446,5.569299113999047
weibull,2.5808,10.7742,2944.4733284692547,5892.9466569385095,1.215294495145492,5.5693003152755765
weibull,2.5946,5.9583,17976931348623157e292,Inf,2.5946,5.9583
weibull,0.8382,6.0743,2944.473328467983,5892.946656935966,1.2152955334492868,5.569306330519214
weibull,1.7953,7.5091,2944.4733284700324,5892.946656940065,1.215295024628741,5.569296106054074
weibull,0.8586,6.3781,2944.4733284690974,5892.946656938195,1.215294926875466,5.5692987789251225
weibull,1.0793,0.6593,2944.4733284699846,5892.946656939969,1.2152945306820206,5.569297024509478
weibull,1,5.4019,2944.4733284694626,5892.946656938925,1.2152945454248394,5.569298717787994
weibull,2.4332,5.2654,17976931348623157e292,Inf,2.4332,5.2654000000000005
weibull,0.2302,4.5451,2944.4733284709073,5892.946656941815,1.2152941522802159,5.569296223426499
weibull,0.0247,2.924,2944.4733284727135,5892.946656945427,1.215293809918606,5.569293606381815
weibull,1.3919,5.7788,2944.4733284688705,5892.946656937741,1.2152952593868236,5.569299226765135
weibull,1.7427,10.9052,2944.473328470109,5892.946656940218,1.2152945717650463,5.569296584263279
weibull,2.1737,6.2133,2944.473328469756,5892.946656939512,1.2152944338851428,5.569298318191748
weibull,1.156,12.3753,2944.4733284696586,5892.946656939317,1.2152944558188308,5.569298467043391
weibull,2.3739,8.141,2944.473328469566,5892.946656939132,1.2152945725750879,5.569298211209119
weibull,1.3893,10.0786,2944.4733284698164,5892.946656939633,1.2152945993716273,5.569297302772501
weibull,0.6865,0.9136,2944.4733284695026,5892.946656939005,1.2152945567150928,5.569298519175103
weibull,2.3749,4.0397,17976931348623157e292,Inf,2.3749,4.0397
weibull,2.2005,0.4218,17976931348623157e292,Inf,2.2005,0.4218
weibull,2.1128,6.3251,2944.473328470649,5892.946656941298,1.215294436092801,5.569295590617433
weibull,2.6521,3.6879,17976931348623157e292,Inf,2.6521,3.6879000000000004
weibull,1.0232,7.0011,2944.4733284695567,5892.946656939113,1.2152945292223618,5.5692984615292636
