model,prior_par0_st1,prior_par1_st1,minNegLike,AIC_model,st1_par0,st1_par1
weibull,1.8457,9.6097,1169.8179795557726,2343.635959111545,1.4720420250645188,4.663400513289359
weibull,0.4231,11.6639,1169.817979555776,2343.635959111552,1.4720419885497604,4.663400583976163
weibull,2.3235,0.3697,17976931348623157e292,Inf,2.3235,0.3697
weibull,1.3998,5.0084,1169.8179795563783,2343.6359591127566,1.47204183540948,4.663398302518474
weibull,0.7707,4.7964,1169.8179795559545,2343.635959111909,1.472042223008556,4.663399358014259
weibull,1.2285,2.6961,1169.8179795550259,2343.6359591100518,1.4720432824917398,4.663405964870682
weibull,1.7367,11.1701,1169.8179795557305,2343.635959111461,1.4720419667960551,4.663400889267864
weibull,0.667,4.2449,1169.8179795557069,2343.6359591114137,1.4720420106739203,4.663400917985328
weibull,2.075,10.7459,1169.8179795568876,2343.6359591137752,1.4720410311628034,4.663398530449785
weibull,0.1052,9.6005,1169.8179795557755,2343.635959111551,1.4720419936584335,4.663400559477413
weibull,0.862,9.0189,1169.8179795558044,2343.635959111609,1.4720420328031634,4.663400328912439
weibull,0.8488,13.905,1169.817979556201,2343.635959112402,1.4720413112718338,4.663400980519096
weibull,0.4276,2.3902,1169.8179795557905,2343.635959111581,1.4720419731384278,4.663400558778648
weibull,0.6293,2.9639,1169.8179795557983,2343.6359591115965,1.4720419865278769,4.663400454366753
weibull,2.3253,11.105,1169.8179795566448,2343.6359591132896,1.4720408752371106,4.663401285894764
weibull,0.3656,13.4744,1169.8179795553287,2343.6359591106575,1.4720430514237075,4.663401983217772
weibull,1.5822,0.2818,17976931348623157e292,Inf,1.5822,0.2818
weibull,1.903,4.7536,1169.8179795559997,2343.6359591119995,1.4720417166275879,4.663400171163214
weibull,2.5886,11.9065,1169.817979555792,2343.635959111584,1.4720419551345556,4.663400582278741
weibull,0.8447,11.7688,1169.8179795565698,2343.6359591131395,1.4720409933593124,4.663400598141431
weibull,1.8525,1.4655,1169.8179795553974,2343.635959110795,1.4720422694285202,4.663402313654987
weibull,2.3675,12.7812,1169.817979555025,2343.63595911005,1.472043191829456,4.663405649289038
weibull,2.0383,6.6821,1169.817979555786,2343.635959111572,1.4720419983038846,4.6634004963404925
weibull,0.8598,10.622,1169.817979555774,2343.635959111548,1.4720419934941804,4.6634005801837075
weibull,1.7315,14.5947,1169.8179795554659,2343.6359591109317,1.472042152242248,4.663402136995156
weibull,2.6412,8.3923,1169.8179795557805,2343.635959111561,1.4720419603484538,4.663400623736307
weibull,0.2218,7.085,1169.8179795554813,2343.6359591109626,1.4720427313160647,4.663401120257289
weibull,2.257,2.7942,1169.8179795558187,2343.6359591116375,1.4720420278203368,4.66340026425765
weibull,0.6226,13.224,1169.8179795559447,2343.6359591118894,1.472041906285855,4.6633999274599995
weibull,2.3136,13.5915,1169.817979555779,2343.635959111558,1.4720419932818825,4.663400559392076
weibull,0.4966,10.7801,1169.8179795558226,2343.635959111645,1.4720422595081368,4.66339984866039
weibull,1.4236,6.6125,1169.8179795560688,2343.6359591121377,1.4720415442493144,4.663400479592829
weibull,1.2463,11.1641,1169.8179795558563,2343.6359591117125,1.4720418792281047,4.663400458414763
weibull,1.8318,3.3233,1169.8179795557796,2343.6359591115593,1.4720419221095633,4.663400736803412
weibull,1.7897,10.4882,1169.817979555677,2343.635959111354,1.4720419071457194,4.663401506553199
weibull,1.7942,12.1874,1169.8179795559017,2343.6359591118035,1.472041721935209,4.663400745277497
weibull,1.2536,0.273,1169.8179795557567,2343.6359591115133,1.4720422048009603,4.663400228082095
weibull,1.4809,12.2249,1169.8179795557953,2343.6359591115906,1.4720419617970046,4.663400563723374
weibull,1.5042,5.5368,1169.8179795557758,2343.6359591115515,1.472041994382503,4.663400569938304
weibull,2.4287,8.3923,1169.8179795557676,2343.635959111535,1.4720419541747798,4.663400728327895
weibull,0.3338,4.5732,1169.8179795550232,2343.6359591100463,1.4720432176628337,4.663405671647657
weibull,1.9957,12.9786,1169.8179795561173,2343.6359591122346,1.4720416942186503,4.663399654590427
weibull,1.6192,9.1301,1169.8179795555786,2343.6359591111573,1.47204210538362,4.663401461042006
weibull,2.0114,10.9906,1169.817979555742,2343.635959111484,1.472042051502635,4.663400576892092
weibull,0.4633,9.0119,1169.817979556,2343.635959112,1.4720419972927907,4.663399478992386
weibull,0.23,12.5478,1169.8179795557623,2343.6359591115247,1.472042002091023,4.6634005994634045
weibull,1.3583,11.6913,1169.8179795557544,2343.635959111509,1.4720419884312164,4.663400700110138
weibull,0.2878,9.0811,1169.8179795557737,2343.6359591115474,1.472041987409749,4.663400594557121
weibull,2.6561,12.6742,1169.8179795556662,2343.6359591113323,1.4720421140676296,4.663400889888176
weibull,0.2235,11.105,1169.8179795553744,2343.635959110749,1.4720422827706159,4.663402454558188
weibull,1.6396,13.8142,1169.8179795557633,2343.6359591115265,1.4720419965404195,4.663400624051314
weibull,0.6296,0.7923,1169.8179795557712,2343.6359591115424,1.4720419998203704,4.663400564838074
weibull,0.6909,5.1082,1169.8179795558422,2343.6359591116843,1.4720417886131887,4.663400819928431
weibull,2.4886,1.7087,17976931348623157e292,Inf,2.4886,1.7087
weibull,0.1052,3.5822,1169.8179795561066,2343.635959112213,1.4720428210211356,4.663398752213257
weibull,1.3053,0.9073,1169.8179795558192,2343.6359591116384,1.4720419839110088,4.663400362443431
weibull,0.424,3.6036,1169.8179795557185,2343.635959111437,1.472042094507565,4.663400631681085
weibull,1.0011,5.3489,1169.8179795558613,2343.6359591117225,1.4720419094983477,4.663400327080577
weibull,0.7214,13.0689,1169.8179795557294,2343.6359591114588,1.4720420561680112,4.6634006724957935
weibull,0.7702,1.4655,1169.8179795557348,2343.6359591114697,1.4720420727896188,4.663400601831069
weibull,2.0928,14.5498,1169.8179795557428,2343.6359591114856,1.472042025152367,4.663400672648876
weibull,1.8576,12.9926,1169.8179795558926,2343.6359591117853,1.4720418812680869,4.6634002346587895
weibull,2.4261,2.9922,1169.8179795558403,2343.6359591116807,1.4720420829101617,4.663400030344031
weibull,1.5617,11.7688,1169.8179795558026,2343.635959111605,1.4720419694295948,4.663400490927163
weibull,0.3449,1.1155,1169.8179795562087,2343.6359591124174,1.47204142601556,4.663400188865385
weibull,0.2355,9.3725,1169.8179795557999,2343.6359591115997,1.472041949930913,4.663400538541881
weibull,2.2918,13.7607,1169.8179795557578,2343.6359591115156,1.4720420152096447,4.663400623070681
weibull,1.2212,9.5679,1169.817979555821,2343.635959111642,1.472041953567825,4.663400421024052
weibull,2.5061,10.5739,1169.817979555767,2343.635959111534,1.4720420253386257,4.66340052015097
weibull,0.8369,12.2533,1169.8179795569433,2343.6359591138867,1.47204134969744,4.6633973398856465
weibull,1.7435,3.4087,1169.8179795558049,2343.6359591116097,1.472041937387317,4.663400545713995
weibull,1.3416,8.0414,1169.8179795561832,2343.6359591123664,1.472041458720315,4.663400155191478
weibull,2.0605,3.0526,1169.8179795558326,2343.635959111665,1.4720420066787718,4.663400216979971
weibull,1.1133,5.2959,1169.8179795555845,2343.635959111169,1.472042553759444,4.663400674363341
weibull,0.4158,12.094,1169.8179795559392,2343.6359591118785,1.4720417584059973,4.663400362384221
weibull,0.9697,4.2838,1169.8179795560181,2343.6359591120363,1.4720422903263972,4.663399066751805
weibull,0.5624,5.7606,1169.8179795557357,2343.6359591114715,1.4720420676610682,4.66340060516684
weibull,0.4487,9.7962,1169.8179795557505,2343.635959111501,1.47204197677397,4.663400745156162
weibull,2.3281,9.8598,1169.8179795557858,2343.6359591115715,1.4720419821380901,4.663400530816781
weibull,0.65,12.9786,1169.8179795557676,2343.635959111535,1.4720420047600666,4.663400595246552
weibull,1.3416,1.9038,1169.8179795554452,2343.6359591108903,1.4720428979610378,4.663401312712421
weibull,1.0093,3.6637,1169.8179795557176,2343.635959111435,1.4720420748357155,4.663400673062103
weibull,2.4803,3.6439,1169.817979555837,2343.635959111674,1.4720418998646174,4.663400483250482
weibull,2.142,14.924,1169.8179795553128,2343.6359591106257,1.4720422101335147,4.663404808294552
weibull,1.5447,11.3988,1169.81797955575,2343.6359591115,1.472042000157187,4.663400688584326
weibull,1.2969,12.3139,1169.8179795557837,2343.6359591115674,1.472041987035324,4.66340055665106
weibull,2.5994,9.3011,1169.8179795559856,2343.6359591119713,1.4720417495206166,4.6634001530553375
weibull,1.2212,5.5383,1169.8179795565547,2343.6359591131095,1.4720419639328137,4.66339758357815
weibull,0.6988,8.6015,1169.817979555119,2343.635959110238,1.4720433390942964,4.663403853012393
weibull,0.328,14.121,1169.817979555987,2343.635959111974,1.4720418290501445,4.663399909647784
weibull,2.1252,2.3297,1169.8179795551907,2343.6359591103815,1.4720433549860277,4.663403255390367
weibull,0.2001,11.6431,1169.817979556128,2343.635959112256,1.4720416962040836,4.663399597379921
weibull,1.8457,8.1096,1169.817979555767,2343.635959111534,1.4720420173817554,4.66340052986958
weibull,2.0722,0.5367,17976931348623157e292,Inf,2.0722,0.5367
weibull,0.9896,0.8762,1169.81797955577,2343.63595911154,1.4720420026954373,4.6634005805365435
weibull,0.2316,9.7676,1169.817979555793,2343.635959111586,1.4720419536299596,4.663400566527708
weibull,0.7133,2.5261,1169.8179795564515,2343.635959112903,1.4720417585780512,4.663398191382584
weibull,1.936,13.7268,1169.8179795550225,2343.635959110045,1.472043207090529,4.663405632977848
weibull,1.2553,3.578,1169.8179795558976,2343.6359591117953,1.4720419353913108,4.663400071726606
weibull,1.0123,4.287,1169.8179795563208,2343.6359591126416,1.472041170576565,4.663401127500499
weibull,1.2187,13.7921,1169.817979555864,2343.635959111728,1.4720419114601502,4.663400304042127
weibull,2.2479,13.002,1169.8179795557492,2343.6359591114983,1.4720420838709942,4.663400485116803
weibull,0.7603,4.5724,1169.8179795559527,2343.6359591119053,1.4720416871789592,4.663400548121601
weibull,2.1101,0.5489,17976931348623157e292,Inf,2.1101,0.5489
weibull,2.5216,9.6097,1169.8179795557696,2343.6359591115393,1.4720419973890708,4.663400555031676
weibull,1.2718,11.1719,1169.8179795557228,2343.6359591114456,1.472042031144587,4.663400740635179
weibull,0.4425,12.5131,1169.817979555635,2343.63595911127,1.472042307068598,4.663400675713757
weibull,0.896,14.0135,1169.817979555893,2343.635959111786,1.4720419863936374,4.663399990918274
weibull,1.0177,12.4568,1169.8179795557353,2343.6359591114706,1.4720420443238262,4.663400665959352
weibull,0.6187,6.6391,1169.8179795557662,2343.6359591115324,1.4720419820056578,4.663400628988678
weibull,2.5418,13.762,1169.8179795552674,2343.6359591105347,1.4720425977729767,4.663402560866557
weibull,0.3612,12.6834,1169.8179795564788,2343.6359591129576,1.4720413103256487,4.66339924549176
weibull,0.7603,12.4831,1169.817979556019,2343.635959112038,1.472041765996433,4.66339992459548
weibull,1.2478,14.063,1169.8179795559709,2343.6359591119417,1.4720416851712068,4.663400455608039
weibull,2.0526,4.0449,1169.8179795561955,2343.635959112391,1.4720416377816425,4.663399441138622
weibull,0.3782,1.283,1169.8179795557126,2343.635959111425,1.4720419997193328,4.663400886588769
weibull,2.6561,8.5886,1169.8179795558533,2343.6359591117066,1.4720415892105005,4.663401934946771
weibull,0.6315,1.4458,1169.8179795556996,2343.635959111399,1.4720423192761474,4.6634003457230815
weibull,1.6088,10.2352,1169.8179795550268,2343.6359591100536,1.4720432081314458,4.6634055813693465
weibull,1.3583,6.4211,1169.8179795557476,2343.635959111495,1.4720420306686977,4.66340060352151
weibull,1.0919,5.6701,1169.8179795550209,2343.6359591100418,1.4720432034185302,4.663405599272412
weibull,1.2285,3.2511,1169.8179795566275,2343.635959113255,1.4720414067668333,4.663398308080609
weibull,0.7961,8.7444,1169.817979555756,2343.635959111512,1.4720420335652844,4.663400563657129
weibull,1.3416,10.2131,1169.8179795557912,2343.6359591115825,1.4720419856425715,4.663400492722708
weibull,1.539,1.1535,1169.8179795571036,2343.6359591142073,1.4720414274143916,4.663396694110886
weibull,0.4135,13.4761,1169.8179795557878,2343.6359591115756,1.4720419525073853,4.6634006258472205
weibull,0.673,14.99,1169.817979555792,2343.635959111584,1.4720419788012489,4.663400491236684
weibull,1.2967,6.317,1169.8179795557448,2343.6359591114897,1.4720420364060063,4.663400621958934
weibull,1.6576,14.4565,1169.8179795557733,2343.6359591115465,1.472042026407711,4.66340051274267
weibull,1.254,3.4994,1169.8179795559604,2343.635959111921,1.4720417406155806,4.663400318681434
weibull,1.2332,10.1789,1169.8179795556441,2343.6359591112882,1.4720418233009795,4.663402279893907
weibull,0.7596,2.3933,1169.8179795558417,2343.6359591116834,1.4720419179597433,4.6634004075196245
weibull,0.4146,9.3725,1169.8179795558037,2343.6359591116075,1.4720418984878287,4.66340069184988
weibull,1.4552,12.2308,1169.8179795558253,2343.6359591116507,1.472041918634095,4.663400499690686
weibull,0.778,10.1789,1169.8179795557696,2343.6359591115393,1.4720419733705266,4.663400658779573
weibull,0.88,7.6359,1169.817979555801,2343.635959111602,1.4720419761197268,4.663400471566512
weibull,0.5911,5.038,1169.8179795555354,2343.635959111071,1.4720422867047553,4.663401268270564
weibull,0.6556,1.3968,1169.8179795554493,2343.6359591108985,1.4720425536682473,4.6634013750604515
weibull,1.9702,2.722,1169.8179795559367,2343.6359591118735,1.4720418206570345,4.66340017918582
weibull,0.8867,5.8462,1169.8179795553701,2343.6359591107403,1.4720430297214284,4.663401786273332
weibull,2.0876,12.7888,1169.8179795558412,2343.6359591116825,1.4720419235562512,4.663400403954132
weibull,1.5074,13.8142,1169.8179795558628,2343.6359591117257,1.4720419219861318,4.663400294443769
weibull,0.6571,4.3833,1169.817979555844,2343.635959111688,1.472041927833054,4.663400380889895
weibull,0.7326,7.7221,1169.8179795550623,2343.6359591101245,1.4720433328880078,4.663404580938888
weibull,0.1381,7.9102,1169.8179795569226,2343.6359591138453,1.4720415033625376,4.663397090537574
weibull,2.0374,9.9951,1169.8179795557483,2343.6359591114965,1.4720419996993779,4.6634007098325005
weibull,2.2968,7.8474,1169.8179795557398,2343.6359591114797,1.4720420454890462,4.6634006365527165
weibull,2.5857,3.55,1169.8179795560911,2343.6359591121823,1.4720415149144501,4.663400477326887
weibull,1.6576,5.0615,1169.8179795557733,2343.6359591115465,1.4720419922300367,4.663400585728415
weibull,2.4499,0.5489,17976931348623157e292,Inf,2.4499,0.5489
weibull,1.4692,11.5395,1169.8179795557674,2343.6359591115347,1.4720419933678954,4.663400612272235
weibull,1.8576,9.9095,1169.8179795555563,2343.6359591111127,1.4720424973363324,4.663400862846058
weibull,1.5125,3.0815,1169.8179795557598,2343.6359591115197,1.4720420203204874,4.663400592047045
weibull,0.7307,5.4205,1169.8179795557912,2343.6359591115825,1.4720419652721664,4.66340055205367
weibull,1.8918,9.2764,1169.8179795557792,2343.6359591115583,1.4720420248784463,4.663400476574285
weibull,1.8576,13.6029,1169.8179795555893,2343.6359591111786,1.4720423021642244,4.663400927613167
weibull,2.6109,1.2167,17976931348623157e292,Inf,2.6109,1.2167
weibull,0.5579,0.2231,1169.817979555771,2343.635959111542,1.4720419994551397,4.663400575673228
weibull,1.3671,0.3856,1169.8179795558417,2343.6359591116834,1.4720419163092802,4.663400434604501
weibull,0.2444,3.4963,1169.8179795557683,2343.6359591115365,1.4720422785536322,4.663400080834143
weibull,0.9304,11.4436,1169.8179795558783,2343.6359591117566,1.4720419702252332,4.663400071461734
weibull,0.8014,14.6406,1169.8179795555034,2343.6359591110067,1.4720422251075311,4.663401626939568
weibull,0.6321,10.3141,1169.8179795572476,2343.635959114495,1.4720411320992604,4.663396872916099
weibull,2.6851,4.8423,1169.8179795558601,2343.6359591117202,1.4720418995739584,4.663400374918033
weibull,0.896,4.3388,1169.8179795556619,2343.6359591113237,1.4720420775668568,4.663400995010441
weibull,1.0846,5.0087,1169.8179795557594,2343.635959111519,1.4720419802127034,4.663400680986722
weibull,0.6402,2.5313,1169.8179795557558,2343.6359591115115,1.4720420010397985,4.663400648773534
weibull,0.354,4.0067,1169.817979555326,2343.635959110652,1.4720422477642727,4.663403286887527
weibull,1.7412,13.0001,1169.8179795557724,2343.6359591115447,1.4720420160955927,4.663400518196436
weibull,1.2995,7.6359,1169.8179795553374,2343.635959110675,1.4720431859971421,4.66340205794184
weibull,0.5579,12.1429,1169.8179795557921,2343.6359591115843,1.4720419365490593,4.663400611815645
weibull,0.9197,13.5859,1169.8179795558246,2343.6359591116493,1.4720416764083433,4.663401549799717
weibull,1.2,9.9672,1169.8179795557598,2343.6359591115197,1.4720421041718115,4.663400391840728
weibull,2.4306,11.7367,1169.8179795555907,2343.6359591111814,1.4720422218679823,4.663401041376678
weibull,0.1982,3.9148,1169.8179795554763,2343.6359591109526,1.4720419907534943,4.663403099677741
weibull,0.1855,2.9968,1169.8179795557176,2343.635959111435,1.4720420050782737,4.6634008771782405
